Date,Close,High,Low,Open,Volume
2021-05-07,9059.2001953125,9065.900390625,8982.900390625,9042.0,191889900
2021-05-10,9144.2998046875,9149.099609375,9061.099609375,9121.5,237075400
2021-05-11,8987.2001953125,9078.7001953125,8948.099609375,9065.099609375,232088700
2021-05-12,9007.7001953125,9055.2001953125,8953.400390625,8990.2001953125,195759200
2021-05-13,8966.2001953125,8989.599609375,8804.2998046875,8932.7001953125,173524400
2021-05-14,9145.599609375,9149.0,9005.900390625,9036.2998046875,161364300
2021-05-17,9155.599609375,9203.0,9099.5,9166.7001953125,164174400
2021-05-18,9183.900390625,9241.5,9127.2001953125,9214.2001953125,176037400
2021-05-19,9070.7001953125,9164.7001953125,8977.900390625,9121.400390625,200253900
2021-05-20,9124.2998046875,9124.2998046875,8997.2001953125,9112.099609375,138305200
2021-05-21,9204.0,9223.900390625,9110.599609375,9129.599609375,175406200
2021-05-24,9205.5,9243.2001953125,9170.7998046875,9230.400390625,91842700
2021-05-25,9208.7001953125,9245.599609375,9197.0,9220.900390625,147285300
2021-05-26,9196.900390625,9243.400390625,9144.900390625,9232.0,160831700
2021-05-27,9186.099609375,9254.7001953125,9173.5,9183.7998046875,325441300
2021-05-28,9224.599609375,9243.2998046875,9204.2998046875,9237.7998046875,192320800
2021-05-31,9148.900390625,9226.099609375,9148.900390625,9224.2001953125,102386400
2021-06-01,9189.7001953125,9226.7998046875,9137.2001953125,9167.2998046875,143121400
2021-06-02,9180.7001953125,9216.0,9152.0,9198.2998046875,137506400
2021-06-03,9142.400390625,9189.400390625,9086.599609375,9179.7998046875,164216700
2021-06-04,9088.2998046875,9158.7998046875,9071.2001953125,9144.5,131208100
2021-06-07,9163.599609375,9175.900390625,9042.0,9076.099609375,129664800
2021-06-08,9153.599609375,9204.7998046875,9110.599609375,9159.599609375,144263700
2021-06-09,9156.099609375,9185.0,9128.7998046875,9157.2001953125,124744700
2021-06-10,9133.7998046875,9205.099609375,9113.099609375,9190.7998046875,154773800
2021-06-11,9205.0,9211.7998046875,9131.099609375,9144.0,107059800
2021-06-14,9281.099609375,9302.7001953125,9233.0,9238.7001953125,135889000
2021-06-15,9230.7001953125,9310.7998046875,9220.7001953125,9310.7998046875,119439700
2021-06-16,9202.2001953125,9274.599609375,9201.0,9266.2998046875,161804400
2021-06-17,9195.900390625,9272.0,9170.7001953125,9178.7998046875,203696100
2021-06-18,9030.599609375,9185.400390625,8976.400390625,9166.2998046875,452775400
2021-06-21,9051.7001953125,9063.2001953125,8906.0,8970.099609375,167378300
2021-06-22,9053.2998046875,9073.7001953125,8998.7998046875,9073.7001953125,137668000
2021-06-23,8954.099609375,9092.7001953125,8954.099609375,9072.2001953125,112812200
2021-06-24,9074.099609375,9098.099609375,8985.099609375,9015.400390625,130938500
2021-06-25,9095.0,9107.2001953125,9034.599609375,9101.0,130343900
2021-06-28,8913.7001953125,9083.5,8913.7001953125,9075.5,152784500
2021-06-29,8915.099609375,8957.599609375,8884.7998046875,8897.400390625,142239100
2021-06-30,8821.2001953125,8903.7001953125,8765.2998046875,8892.7001953125,190176400
2021-07-01,8932.2998046875,8957.7998046875,8862.2001953125,8862.2998046875,122723600
2021-07-02,8907.599609375,8968.099609375,8873.599609375,8951.7001953125,115691700
2021-07-05,8946.400390625,8965.5,8862.400390625,8900.5,100801100
2021-07-06,8860.7998046875,8959.900390625,8837.2001953125,8924.099609375,152719800
2021-07-07,8854.5,8904.5,8826.0,8877.900390625,149997700
2021-07-08,8650.099609375,8772.900390625,8597.7998046875,8768.099609375,201968800
2021-07-09,8776.599609375,8780.7001953125,8654.5,8680.7998046875,141622900
2021-07-12,8816.7001953125,8822.0,8696.7998046875,8791.900390625,103461800
2021-07-13,8694.7998046875,8832.2001953125,8676.7001953125,8824.2998046875,133852800
2021-07-14,8658.2998046875,8712.0,8625.599609375,8674.7001953125,120506000
2021-07-15,8527.0,8626.400390625,8507.400390625,8626.400390625,131271100
2021-07-16,8506.2001953125,8607.400390625,8423.099609375,8546.599609375,147772600
2021-07-19,8301.7001953125,8455.2001953125,8252.2001953125,8450.900390625,212387300
2021-07-20,8358.0,8384.7998046875,8265.599609375,8337.7998046875,155554100
2021-07-21,8567.0,8585.400390625,8384.2998046875,8390.900390625,160923000
2021-07-22,8621.7998046875,8683.7001953125,8601.5,8604.099609375,140853100
2021-07-23,8717.2001953125,8757.5,8652.099609375,8657.400390625,123289800
2021-07-26,8775.2001953125,8786.7001953125,8630.7001953125,8655.099609375,136517300
2021-07-27,8699.2001953125,8768.5,8651.7001953125,8723.7001953125,131607900
2021-07-28,8733.7001953125,8774.599609375,8691.7998046875,8716.900390625,153261800
2021-07-29,8786.2998046875,8840.7001953125,8753.7998046875,8765.099609375,188717200
2021-07-30,8675.7001953125,8753.5,8665.7001953125,8737.5,203148300
2021-08-02,8758.7001953125,8815.2001953125,8723.2998046875,8723.2998046875,140846000
2021-08-03,8772.7998046875,8824.2001953125,8735.599609375,8780.2001953125,131903900
2021-08-04,8792.900390625,8806.599609375,8735.400390625,8806.599609375,117417500
2021-08-05,8836.5,8842.2998046875,8747.400390625,8780.0,108944800
2021-08-06,8879.0,8892.599609375,8796.7998046875,8839.900390625,139018600
2021-08-09,8865.900390625,8893.7001953125,8843.599609375,8870.2001953125,102353900
2021-08-10,8899.0,8903.2001953125,8842.400390625,8867.599609375,106389600
2021-08-11,8975.7998046875,8981.5,8911.900390625,8915.900390625,112210300
2021-08-12,8979.400390625,8999.599609375,8961.5,8974.099609375,98153900
2021-08-13,8999.7998046875,9015.7001953125,8978.099609375,8987.900390625,90564900
2021-08-16,8926.599609375,8979.900390625,8900.2001953125,8933.7001953125,96313400
2021-08-17,8865.7001953125,8880.2001953125,8833.2998046875,8872.400390625,128850900
2021-08-18,8970.2001953125,8978.2998046875,8845.900390625,8852.7001953125,112288100
2021-08-19,8902.2001953125,8952.2001953125,8809.2001953125,8839.900390625,137588100
2021-08-20,8915.2998046875,8941.099609375,8851.5,8893.7001953125,126918700
2021-08-23,8968.099609375,8989.900390625,8910.900390625,8973.400390625,91085100
2021-08-24,8948.599609375,9010.900390625,8884.2998046875,8996.099609375,101636400
2021-08-25,8977.400390625,9000.0,8947.2998046875,8958.7001953125,128024000
2021-08-26,8892.7001953125,8946.400390625,8890.099609375,8945.0,101735300
2021-08-27,8922.2001953125,8924.099609375,8848.900390625,8899.099609375,74733200
2021-08-30,8867.900390625,8936.2001953125,8853.0,8925.7001953125,54118400
2021-08-31,8846.599609375,8913.2001953125,8783.2998046875,8880.599609375,185163000
2021-09-01,8991.5,9055.5,8923.7001953125,8923.7001953125,132646000
2021-09-02,8981.400390625,9020.7001953125,8958.0,8982.099609375,100427500
2021-09-03,8864.0,8984.5,8852.599609375,8981.5,139726800
2021-09-06,8882.2998046875,8915.900390625,8874.2998046875,8889.5,67762300
2021-09-07,8894.5,8899.7998046875,8848.5,8889.900390625,114239200
2021-09-08,8838.7001953125,8912.5,8748.2001953125,8856.5,155622500
2021-09-09,8800.599609375,8828.599609375,8725.2001953125,8783.400390625,149890500
2021-09-10,8695.2998046875,8832.599609375,8668.400390625,8826.099609375,139696400
2021-09-13,8816.099609375,8837.599609375,8721.400390625,8724.2001953125,115679900
2021-09-14,8780.0,8848.099609375,8751.7001953125,8801.400390625,128773000
2021-09-15,8635.400390625,8772.599609375,8629.0,8756.7001953125,178101000
2021-09-16,8733.7001953125,8757.400390625,8659.599609375,8659.599609375,186043200
2021-09-17,8760.900390625,8858.2998046875,8760.900390625,8789.7001953125,588035300
2021-09-20,8655.400390625,8690.2998046875,8551.2001953125,8643.7001953125,277154700
2021-09-21,8756.0,8807.7998046875,8710.0,8710.0,194808200
2021-09-22,8808.400390625,8841.0,8772.599609375,8826.2998046875,173512900
2021-09-23,8876.900390625,8908.2998046875,8853.900390625,8882.0,151032900
2021-09-24,8873.099609375,8898.2998046875,8835.5,8848.5,140557900
2021-09-27,9002.900390625,9011.900390625,8881.2001953125,8925.099609375,203426300
2021-09-28,8769.400390625,9034.7001953125,8769.400390625,9014.2998046875,207454000
2021-09-29,8879.400390625,8895.7001953125,8784.0,8820.5,178659800
2021-09-30,8796.2998046875,8954.599609375,8785.0,8943.7001953125,195050400
2021-10-01,8799.5,8807.7001953125,8654.7998046875,8693.400390625,182239800
2021-10-04,8791.7001953125,8882.099609375,8770.099609375,8801.7001953125,149564600
2021-10-05,8927.400390625,8927.400390625,8784.7998046875,8803.2001953125,169714200
2021-10-06,8775.0,8884.900390625,8723.7998046875,8884.900390625,183948100
2021-10-07,8962.7998046875,8974.2998046875,8877.2001953125,8880.599609375,201215200
2021-10-08,8955.0,9000.7998046875,8931.7998046875,8964.900390625,141240900
2021-10-11,8899.0,8965.7001953125,8875.5,8929.400390625,125070900
2021-10-12,8935.900390625,8935.900390625,8759.7998046875,8807.7001953125,163366100
2021-10-13,8881.400390625,8928.0,8861.400390625,8915.7001953125,191875300
2021-10-14,8925.0,9001.2001953125,8889.099609375,8944.5,155212800
2021-10-15,8997.0,9016.5,8944.099609375,8969.5,217374300
2021-10-18,8936.0,8994.599609375,8885.400390625,8984.400390625,139680500
2021-10-19,8996.2998046875,9020.0,8943.2001953125,8959.5,160869900
2021-10-20,9017.900390625,9038.0,8958.900390625,8966.599609375,160127000
2021-10-21,8944.2998046875,8989.7001953125,8928.2998046875,8964.599609375,153309300
2021-10-22,8906.400390625,8959.7001953125,8906.400390625,8952.2001953125,134363800
2021-10-25,8920.900390625,8963.7001953125,8891.900390625,8932.7998046875,159716400
2021-10-26,9001.599609375,9026.5,8915.7001953125,8925.5,137320700
2021-10-27,8972.2998046875,8999.099609375,8925.599609375,8995.099609375,167907900
2021-10-28,9025.7998046875,9030.2001953125,8918.0,8958.900390625,180332000
2021-10-29,9057.7001953125,9057.7001953125,8944.5,9002.599609375,228787400
2021-11-01,9182.599609375,9198.099609375,9061.599609375,9064.599609375,164893900
2021-11-02,9105.7001953125,9162.2998046875,9102.0,9160.599609375,130170200
2021-11-03,9030.7998046875,9084.7998046875,8989.5,9084.5,162875200
2021-11-04,9039.400390625,9096.2001953125,9011.2998046875,9054.2998046875,221406600
2021-11-05,9130.599609375,9164.099609375,9001.2001953125,9038.0,193267200
2021-11-08,9070.7998046875,9156.599609375,9069.5,9133.099609375,135353600
2021-11-09,9074.900390625,9128.5,9043.2998046875,9051.0,132145800
2021-11-10,9141.7998046875,9150.7001953125,9059.599609375,9059.599609375,146839500
2021-11-11,9092.2001953125,9164.099609375,9079.0,9127.900390625,150325800
2021-11-12,9080.7998046875,9093.599609375,9045.2001953125,9079.599609375,119663100
2021-11-15,9095.7001953125,9104.7001953125,8992.400390625,9036.099609375,144108200
2021-11-16,9040.2001953125,9118.0,9037.5,9086.099609375,155279200
2021-11-17,8993.400390625,9046.2998046875,8993.400390625,9042.900390625,139172900
2021-11-18,8903.2001953125,9013.2001953125,8885.7998046875,8984.7001953125,181599400
2021-11-19,8753.2001953125,8954.2998046875,8713.2001953125,8942.0,278697700
2021-11-22,8821.2998046875,8846.2998046875,8737.2998046875,8774.099609375,204208200
2021-11-23,8815.099609375,8873.400390625,8700.099609375,8763.0,196115700
2021-11-24,8792.0,8865.599609375,8759.2001953125,8827.5,174078100
2021-11-25,8840.900390625,8850.099609375,8795.099609375,8814.599609375,118560500
2021-11-26,8402.7001953125,8592.2998046875,8386.900390625,8592.2998046875,453060000
2021-11-29,8455.2001953125,8562.0,8431.7001953125,8487.599609375,240648500
2021-11-30,8305.099609375,8414.0,8260.7001953125,8345.5,369395400
2021-12-01,8452.599609375,8474.2001953125,8342.0,8357.099609375,203999700
2021-12-02,8300.7998046875,8390.0,8264.2998046875,8335.7001953125,197930100
2021-12-03,8241.7001953125,8374.2998046875,8210.2001953125,8371.900390625,169541900
2021-12-06,8439.7001953125,8446.7001953125,8288.599609375,8323.7998046875,143535600
2021-12-07,8559.5,8560.900390625,8472.7001953125,8523.599609375,170695000
2021-12-08,8478.400390625,8582.400390625,8462.5,8527.599609375,221534000
2021-12-09,8399.599609375,8490.2998046875,8394.2998046875,8490.2998046875,144639700
2021-12-10,8360.2001953125,8410.400390625,8339.5,8356.7001953125,116318700
2021-12-13,8322.7001953125,8408.900390625,8289.599609375,8380.599609375,140412000
2021-12-14,8378.5,8411.7001953125,8356.2001953125,8358.7998046875,163938900
2021-12-15,8275.0,8382.900390625,8268.0,8382.900390625,147413800
2021-12-16,8380.0,8433.7001953125,8356.7998046875,8387.400390625,198862600
2021-12-17,8311.599609375,8344.400390625,8246.7998046875,8328.5,323190600
2021-12-20,8242.400390625,8271.7001953125,8082.39990234375,8113.5,172112600
2021-12-21,8387.5,8394.2001953125,8274.7998046875,8344.7001953125,143384500
2021-12-22,8459.099609375,8461.7998046875,8373.2001953125,8388.900390625,115841000
2021-12-23,8563.7001953125,8587.7001953125,8469.7001953125,8476.7998046875,142486900
2021-12-27,8622.099609375,8634.2998046875,8508.400390625,8512.2001953125,93359100
2021-12-28,8688.900390625,8703.599609375,8617.0,8623.5,90378100
2021-12-29,8673.7001953125,8697.599609375,8641.2998046875,8691.5,110775600
2021-12-30,8713.7998046875,8728.0,8661.5,8665.7998046875,127210400
2022-01-03,8761.2001953125,8808.099609375,8725.0,8729.7001953125,117500900
2022-01-04,8795.7998046875,8834.099609375,8784.7001953125,8821.599609375,192378100
2022-01-05,8790.7998046875,8821.599609375,8768.099609375,8799.599609375,146051700
2022-01-06,8789.900390625,8789.900390625,8628.900390625,8664.599609375,174962400
2022-01-07,8751.7998046875,8796.5,8709.5,8781.900390625,170218700
2022-01-10,8706.900390625,8775.400390625,8679.5,8771.400390625,183558300
2022-01-11,8755.900390625,8790.0,8719.0,8726.7998046875,169260700
2022-01-12,8770.2998046875,8804.099609375,8754.7998046875,8803.099609375,164262600
2022-01-13,8816.900390625,8817.099609375,8750.2998046875,8755.900390625,155323200
2022-01-14,8806.599609375,8810.099609375,8739.7001953125,8767.400390625,158545900
2022-01-17,8838.7001953125,8866.599609375,8829.400390625,8848.400390625,136556800
2022-01-18,8781.599609375,8820.900390625,8761.7998046875,8811.0,158132300
2022-01-19,8774.900390625,8856.900390625,8749.0,8758.599609375,226234800
2022-01-20,8814.599609375,8825.7001953125,8737.7998046875,8783.2998046875,162948900
2022-01-21,8694.7001953125,8760.7998046875,8622.099609375,8702.2998046875,227841100
2022-01-24,8417.7998046875,8673.5,8361.400390625,8660.0,275306600
2022-01-25,8479.5,8529.900390625,8408.900390625,8488.400390625,200726000
2022-01-26,8620.2001953125,8696.400390625,8525.599609375,8526.599609375,206013700
2022-01-27,8706.0,8740.599609375,8489.7998046875,8503.599609375,267817900
2022-01-28,8609.7998046875,8713.099609375,8515.0,8705.7001953125,187559100
2022-01-31,8612.7998046875,8705.099609375,8564.599609375,8697.099609375,213539000
2022-02-01,8726.7001953125,8745.099609375,8665.0,8679.900390625,208657000
2022-02-02,8713.2001953125,8785.2001953125,8713.2001953125,8782.900390625,182818500
2022-02-03,8689.400390625,8735.599609375,8660.099609375,8694.400390625,276245200
2022-02-04,8589.2998046875,8770.099609375,8551.099609375,8741.599609375,314163100
2022-02-07,8558.400390625,8649.7998046875,8509.0,8646.2998046875,255601400
2022-02-08,8674.599609375,8702.2998046875,8572.5,8576.400390625,282897600
2022-02-09,8846.400390625,8850.2001953125,8716.900390625,8736.2998046875,262478800
2022-02-10,8886.2001953125,8912.2001953125,8819.099609375,8871.5,281274100
2022-02-11,8798.099609375,8833.5,8766.5,8797.2998046875,213210700
2022-02-14,8573.7998046875,8643.2001953125,8504.5,8583.900390625,310665400
2022-02-15,8718.0,8721.099609375,8521.2001953125,8533.2998046875,207323900
2022-02-16,8737.2001953125,8798.0,8678.2001953125,8735.2998046875,171253100
2022-02-17,8671.099609375,8749.7001953125,8631.7998046875,8713.0,171634300
2022-02-18,8590.0,8708.0,8564.099609375,8678.900390625,189687500
2022-02-21,8488.900390625,8666.400390625,8439.0,8638.7998046875,164763000
2022-02-22,8493.2001953125,8551.099609375,8262.599609375,8295.2001953125,231609100
2022-02-23,8440.099609375,8607.5,8410.7001953125,8519.099609375,190892300
2022-02-24,8198.5,8254.2001953125,8048.0,8084.2001953125,526124700
2022-02-25,8486.599609375,8496.5,8188.10009765625,8242.900390625,381377500
2022-02-28,8479.2001953125,8500.400390625,8286.900390625,8302.7998046875,396635800
2022-03-01,8188.2001953125,8510.2998046875,8188.2001953125,8462.099609375,360174600
2022-03-02,8321.0,8371.0,8071.2001953125,8145.89990234375,339701800
2022-03-03,8011.39990234375,8349.599609375,7978.39990234375,8296.099609375,297390300
2022-03-04,7720.89990234375,8000.2001953125,7719.0,7988.5,395646300
2022-03-07,7644.60009765625,7769.7001953125,7287.7001953125,7510.39990234375,469180400
2022-03-08,7783.39990234375,7923.7001953125,7566.10009765625,7569.7998046875,372800500
2022-03-09,8163.10009765625,8163.10009765625,7976.2998046875,8043.39990234375,358258700
2022-03-10,8069.2998046875,8197.099609375,7997.2001953125,8166.5,320297800
2022-03-11,8142.10009765625,8375.2998046875,8068.10009765625,8115.2998046875,333210300
2022-03-14,8234.400390625,8313.400390625,8190.2998046875,8228.900390625,236741400
2022-03-15,8236.099609375,8286.7001953125,8092.7001953125,8150.2001953125,238010100
2022-03-16,8380.400390625,8475.5,8324.599609375,8375.7001953125,331698500
2022-03-17,8412.0,8445.7998046875,8317.400390625,8409.5,243534800
2022-03-18,8417.599609375,8434.099609375,8309.2001953125,8422.400390625,336645800
2022-03-21,8389.2001953125,8465.599609375,8389.2001953125,8417.2998046875,149776400
2022-03-22,8487.2001953125,8487.2001953125,8400.7001953125,8415.7001953125,176349800
2022-03-23,8328.400390625,8522.2001953125,8328.400390625,8509.599609375,184043600
2022-03-24,8305.099609375,8380.0,8274.5,8352.099609375,175543500
2022-03-25,8330.599609375,8363.2001953125,8286.5,8314.099609375,156189000
2022-03-28,8365.599609375,8485.7001953125,8354.400390625,8354.400390625,167961800
2022-03-29,8614.599609375,8621.0,8419.7001953125,8451.0,257812200
2022-03-30,8550.599609375,8597.400390625,8508.900390625,8583.2998046875,185389000
2022-03-31,8445.099609375,8588.2998046875,8445.099609375,8562.599609375,220117500
2022-04-01,8503.7001953125,8533.0,8442.7998046875,8481.7001953125,150411500
2022-04-04,8520.7998046875,8546.400390625,8432.900390625,8536.099609375,141856900
2022-04-05,8623.2998046875,8640.2998046875,8505.7001953125,8529.7998046875,180391500
2022-04-06,8482.099609375,8635.599609375,8418.0,8600.599609375,273331900
2022-04-07,8467.400390625,8635.2001953125,8451.0,8512.7001953125,223340300
2022-04-08,8606.400390625,8625.2998046875,8543.099609375,8562.2001953125,175189100
2022-04-11,8585.0,8637.2001953125,8544.0,8580.900390625,167801800
2022-04-12,8578.0,8612.400390625,8446.2998046875,8469.7998046875,194796800
2022-04-13,8617.7998046875,8617.7998046875,8532.900390625,8533.400390625,161724300
2022-04-14,8699.0,8756.7998046875,8606.0,8626.2998046875,172576200
2022-04-19,8694.0,8722.2001953125,8619.099609375,8677.0,157017000
2022-04-20,8769.5,8816.2001953125,8706.7998046875,8713.400390625,188717400
2022-04-21,8814.599609375,8877.7001953125,8774.599609375,8791.599609375,208123800
2022-04-22,8652.2998046875,8788.7001953125,8652.2998046875,8712.5,220990200
2022-04-25,8574.599609375,8656.099609375,8511.099609375,8535.599609375,189832600
2022-04-26,8439.2998046875,8703.7998046875,8435.2998046875,8687.7001953125,321479300
2022-04-27,8477.7001953125,8506.900390625,8344.900390625,8458.7998046875,243349200
2022-04-28,8512.2001953125,8554.900390625,8415.7998046875,8515.7998046875,234735800
2022-04-29,8584.2001953125,8617.2998046875,8526.0,8572.099609375,218569900
2022-05-02,8436.0,8563.2001953125,8350.0,8516.599609375,158843800
2022-05-03,8590.2001953125,8590.2001953125,8477.099609375,8501.900390625,173278100
2022-05-04,8500.5,8612.099609375,8498.400390625,8594.7998046875,158306400
2022-05-05,8434.7001953125,8651.2001953125,8427.599609375,8636.7001953125,252403200
2022-05-06,8322.0,8406.5,8283.599609375,8398.599609375,314494000
2022-05-09,8139.2001953125,8358.400390625,8139.2001953125,8280.099609375,192928700
2022-05-10,8139.2001953125,8259.0,8138.89990234375,8219.2998046875,204415900
2022-05-11,8312.599609375,8316.7998046875,8138.5,8187.10009765625,199584100
2022-05-12,8200.400390625,8257.099609375,8134.5,8183.2001953125,202060000
2022-05-13,8338.099609375,8338.099609375,8244.7001953125,8263.400390625,148599600
2022-05-16,8353.7001953125,8383.2001953125,8284.7998046875,8316.2998046875,118777700
2022-05-17,8475.7001953125,8488.900390625,8409.400390625,8422.5,156305200
2022-05-18,8476.400390625,8546.400390625,8454.7998046875,8492.7998046875,156404000
2022-05-19,8406.0,8436.599609375,8341.7001953125,8416.099609375,155481600
2022-05-20,8484.5,8546.900390625,8456.099609375,8464.900390625,172383300
2022-05-23,8625.7998046875,8625.7998046875,8514.7001953125,8600.400390625,166876400
2022-05-24,8631.2001953125,8654.0,8534.2998046875,8537.7998046875,207033000
2022-05-25,8760.2001953125,8773.900390625,8652.2001953125,8723.099609375,203488200
2022-05-26,8888.7998046875,8901.2001953125,8780.0,8787.5,203819800
2022-05-27,8933.599609375,8937.7001953125,8873.0,8904.0,194951400
2022-05-30,8930.7998046875,8992.7001953125,8905.599609375,8975.599609375,159281100
2022-05-31,8851.5,8922.7998046875,8836.900390625,8898.7998046875,314821900
2022-06-01,8747.2001953125,8909.2998046875,8736.7001953125,8881.2998046875,163198400
2022-06-02,8744.099609375,8793.2001953125,8709.0,8778.900390625,103691200
2022-06-03,8724.7998046875,8808.2001953125,8706.400390625,8800.7001953125,95868700
2022-06-06,8836.2998046875,8852.2998046875,8768.2001953125,8785.2998046875,124143400
2022-06-07,8841.599609375,8848.7998046875,8793.2998046875,8793.2998046875,139318200
2022-06-08,8842.7001953125,8881.599609375,8791.0,8876.7001953125,145183000
2022-06-09,8711.2001953125,8836.2998046875,8707.7998046875,8812.5,174009600
2022-06-10,8390.599609375,8671.2998046875,8362.7998046875,8662.0,271499400
2022-06-13,8183.2998046875,8312.900390625,8159.0,8312.900390625,266905800
2022-06-14,8066.39990234375,8280.400390625,8066.39990234375,8229.2001953125,175608800
2022-06-15,8174.7001953125,8242.2001953125,8097.7001953125,8201.2001953125,194099900
2022-06-16,8078.10009765625,8172.10009765625,8034.7001953125,8157.5,162994800
2022-06-17,8145.89990234375,8236.0,8025.60009765625,8107.60009765625,395310900
2022-06-20,8286.0,8297.0,8159.0,8180.39990234375,143710700
2022-06-21,8235.599609375,8361.400390625,8222.7998046875,8324.5,157761600
2022-06-22,8145.39990234375,8193.400390625,8066.60009765625,8158.2998046875,162162400
2022-06-23,8106.39990234375,8172.89990234375,8034.2998046875,8097.5,195483200
2022-06-24,8244.099609375,8262.2998046875,8108.5,8129.5,174310900
2022-06-27,8242.599609375,8309.900390625,8185.5,8266.099609375,132601700
2022-06-28,8317.5,8374.7998046875,8278.599609375,8292.0,127855300
2022-06-29,8188.0,8262.900390625,8159.0,8236.2998046875,139284000
2022-06-30,8098.7001953125,8117.2001953125,7994.2001953125,8094.7998046875,222962400
2022-07-01,8176.10009765625,8206.900390625,8027.2998046875,8043.0,150837600
2022-07-04,8161.7998046875,8240.400390625,8161.7998046875,8226.2001953125,117450800
2022-07-05,7959.39990234375,8209.5,7959.39990234375,8191.2001953125,193250400
2022-07-06,7948.60009765625,8061.7001953125,7939.7001953125,8040.5,249441900
2022-07-07,8122.5,8128.89990234375,7998.60009765625,8026.60009765625,200236500
2022-07-08,8100.2998046875,8137.89990234375,8034.10009765625,8099.0,147633700
2022-07-11,8065.2001953125,8099.7998046875,7980.39990234375,7994.39990234375,130231900
2022-07-12,8014.7998046875,8071.2998046875,7893.10009765625,8029.0,365803600
2022-07-13,7944.89990234375,8002.60009765625,7891.5,7991.2998046875,198608900
2022-07-14,7804.2998046875,7922.2001953125,7764.89990234375,7903.7998046875,197271700
2022-07-15,7945.89990234375,7969.2998046875,7806.2001953125,7821.2998046875,197816100
2022-07-18,7963.10009765625,8030.10009765625,7926.7998046875,8004.7001953125,156061800
2022-07-19,8125.10009765625,8161.2001953125,7912.7001953125,7920.39990234375,201692300
2022-07-20,8028.89990234375,8173.2998046875,7989.60009765625,8156.7998046875,176080300
2022-07-21,8012.7001953125,8105.7001953125,7970.2998046875,7981.60009765625,218616100
2022-07-22,8051.60009765625,8085.2998046875,7999.2998046875,8009.39990234375,181045500
2022-07-25,8085.60009765625,8103.39990234375,8015.7001953125,8021.89990234375,124363100
2022-07-26,8069.60009765625,8097.0,8033.5,8063.10009765625,129251000
2022-07-27,8124.39990234375,8149.7001953125,8054.2001953125,8106.5,147895400
2022-07-28,8084.89990234375,8196.400390625,7995.39990234375,8193.7001953125,250669600
2022-07-29,8156.2001953125,8207.7998046875,8134.10009765625,8140.2998046875,249071400
2022-08-01,8085.10009765625,8230.7001953125,8071.7998046875,8161.89990234375,162088800
2022-08-02,8096.89990234375,8122.5,8049.7998046875,8060.60009765625,154636100
2022-08-03,8142.10009765625,8161.2998046875,8066.2998046875,8092.60009765625,146693600
2022-08-04,8161.10009765625,8214.400390625,8133.89990234375,8148.0,135699300
2022-08-05,8168.0,8198.0,8120.5,8151.2001953125,144261300
2022-08-08,8272.5,8294.400390625,8193.2998046875,8220.900390625,118565500
2022-08-09,8311.900390625,8339.599609375,8245.599609375,8260.0,115016800
2022-08-10,8352.7998046875,8367.2001953125,8295.900390625,8299.599609375,131019400
2022-08-11,8380.0,8420.400390625,8368.900390625,8386.0,104906600
2022-08-12,8400.400390625,8453.0,8371.400390625,8383.5,118970900
2022-08-15,8427.0,8429.2998046875,8384.400390625,8423.900390625,82277100
2022-08-16,8511.900390625,8527.2998046875,8440.400390625,8448.7001953125,118720500
2022-08-17,8434.7998046875,8540.0,8426.5,8520.2001953125,113535300
2022-08-18,8430.2998046875,8470.099609375,8392.599609375,8440.7001953125,88536300
2022-08-19,8338.099609375,8408.7001953125,8320.900390625,8395.0,145359800
2022-08-22,8284.7998046875,8300.900390625,8213.599609375,8291.599609375,125075200
2022-08-23,8226.2998046875,8272.599609375,8205.5,8254.900390625,102243900
2022-08-24,8199.400390625,8224.7001953125,8161.7998046875,8196.900390625,82594700
2022-08-25,8187.5,8263.0,8166.2998046875,8230.0,88849300
2022-08-26,8063.89990234375,8239.599609375,8044.10009765625,8229.7001953125,120272900
2022-08-29,7989.60009765625,8005.0,7933.39990234375,7970.89990234375,103313100
2022-08-30,7979.7998046875,8105.2001953125,7968.60009765625,8004.5,158859600
2022-08-31,7886.10009765625,7996.39990234375,7866.60009765625,7994.7998046875,228022400
2022-09-01,7806.0,7849.39990234375,7797.0,7838.7998046875,132467000
2022-09-02,7932.2001953125,7943.39990234375,7796.7001953125,7843.7998046875,121212900
2022-09-05,7862.7001953125,7867.7998046875,7765.5,7801.2998046875,119377800
2022-09-06,7842.2001953125,7935.89990234375,7813.60009765625,7868.0,125296900
2022-09-07,7855.89990234375,7880.2001953125,7784.39990234375,7791.10009765625,147011500
2022-09-08,7916.7998046875,7933.2998046875,7772.7001953125,7902.2998046875,206754300
2022-09-09,8033.10009765625,8063.7998046875,7918.60009765625,7920.5,189938300
2022-09-12,8194.2998046875,8212.599609375,8077.39990234375,8087.7998046875,173424800
2022-09-13,8064.0,8235.7998046875,8054.7001953125,8229.0,192028100
2022-09-14,8055.60009765625,8124.5,8024.0,8070.2998046875,160072500
2022-09-15,8085.5,8125.39990234375,8024.2001953125,8051.89990234375,229942400
2022-09-16,7984.7001953125,8039.2001953125,7962.2001953125,7994.39990234375,329447100
2022-09-19,7993.2001953125,8023.39990234375,7911.0,7957.7998046875,110506300
2022-09-20,7873.10009765625,8064.10009765625,7873.10009765625,8020.7998046875,157288100
